join_order;execution_tree;time_total;mem_peak;time_load;mem_load;time_filters;mem_filters;time_joins;mem_joins
[2, 0, 3, 1, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[XS]t.id=mc.movie_id);9.107120513916016;446167728;6.515773773193359;1316009827;8.29346513748169;877930212;[8.84640622138977, 8.890044927597046, 9.048635482788086, 9.067511558532715, 9.107111692428589];[446167728, 251686249, 153879829, 48595627, 27589996]
[2, 0, 3, 1, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[XS]t.id=mc.movie_id);9.233034372329712;446172610;6.627161741256714;1316015795;8.411043882369995;877935243;[8.978277444839478, 9.021080732345581, 9.177940607070923, 9.19629168510437, 9.233024835586548];[446172610, 251691078, 153884769, 48600224, 27594477]
[1, 3, 2, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]t.id=mi_idx.movie_id));9.350892305374146;444030602;6.442774295806885;1316007962;8.225445985794067;877928889;[8.739559412002563, 9.077038049697876, 9.20400071144104, 9.319741249084473, 9.350882053375244];[444030602, 401104723, 308469769, 181484022, 27591453]
[1, 3, 2, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]t.id=mi_idx.movie_id));9.314430475234985;444031877;6.462134838104248;1316008957;8.22381067276001;877929725;[8.725002765655518, 9.050848484039307, 9.175349473953247, 9.285937070846558, 9.314417839050293];[444031877, 401106051, 308470925, 181485004, 27592493]
[1, 3, 2, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]t.id=mi_idx.movie_id));9.251614809036255;444035590;6.3514955043792725;1316013936;8.146988153457642;877934077;[8.649033308029175, 8.978314399719238, 9.113006353378296, 9.222243547439575, 9.251605033874512];[444035590, 401109633, 308474563, 181488584, 27596131]
[1, 3, 2, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]t.id=mi_idx.movie_id));9.822892427444458;444034498;6.7556328773498535;1316012137;8.702879428863525;877932606;[9.200666189193726, 9.53779911994934, 9.672573566436768, 9.78481936454773, 9.822882890701294];[444034498, 401108493, 308473534, 181487787, 27595276]
[1, 3, 2, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]t.id=mi_idx.movie_id));9.433684349060059;444035953;6.5581841468811035;1316014072;8.330758571624756;877934165;[8.838734865188599, 9.166497945785522, 9.28904104232788, 9.403400182723999, 9.43367052078247];[444035953, 401110132, 308475178, 181489199, 27596746]
[3, 0, 1, 4, 2];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.681293964385986;790377317;6.933116912841797;1316011621;8.800549030303955;877931901;[9.093884706497192, 9.178609609603882, 9.653319120407104, 9.67971658706665, 9.681290626525879];[790377317, 528401452, 302042517, 27591255, 467404]
[3, 0, 1, 4, 2];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.628002882003784;790377003;6.865133762359619;1316010918;8.742274045944214;877931643;[9.026251554489136, 9.114284038543701, 9.585898637771606, 9.6263427734375, 9.627999305725098];[790377003, 528401138, 302042203, 27590941, 467097]
[3, 0, 1, 4, 2];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.569886684417725;790381855;6.8486247062683105;1316017062;8.711787462234497;877936817;[8.993799686431885, 9.07832670211792, 9.538884162902832, 9.568251132965088, 9.569882869720459];[790381855, 528405932, 302047055, 27595677, 472232]
[3, 0, 1, 4, 2];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;10.286218404769897;790374773;7.398253679275513;1316008293;9.38817310333252;877929234;[9.704555988311768, 9.79028034210205, 10.254143476486206, 10.284520149230957, 10.286214351654053];[790374773, 528398845, 302039968, 27588484, 465102]
[3, 0, 1, 4, 2];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.784712553024292;790380768;6.986180782318115;1316015937;8.870930671691895;877935808;[9.182834148406982, 9.269754648208618, 9.75336241722107, 9.783060073852539, 9.784709215164185];[790380768, 528404903, 302046026, 27594764, 470860]
[0, 4, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.082767724990845;407639678;6.643212556838989;1316012139;8.49219799041748;877932430;[8.555018663406372, 8.627472400665283, 9.057863712310791, 9.081281661987305, 9.082763195037842];[407639678, 353602027, 278123139, 65558874, 466939]
[0, 4, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.279328346252441;407641662;6.834611654281616;1316013887;8.712926387786865;877934517;[8.776212930679321, 8.829440832138062, 9.255246639251709, 9.277852296829224, 9.279325008392334];[407641662, 353604241, 278125295, 65561025, 468341]
[0, 4, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.823928356170654;407640790;6.51631498336792;1316013352;8.286485195159912;877933939;[8.345862865447998, 8.391695261001587, 8.800788164138794, 8.822664260864258, 8.823925256729126];[407640790, 353602922, 278124140, 65559750, 467931]
[0, 4, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.866148233413696;407637376;6.5375189781188965;1316009256;8.320967435836792;877930135;[8.381985902786255, 8.429362773895264, 8.842903137207031, 8.864841222763062, 8.866145133972168];[407637376, 353599879, 278120933, 65556721, 464960]
[0, 4, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.666744709014893;407641967;6.329349517822266;1316014678;8.128744125366211;877934991;[8.187793731689453, 8.234098196029663, 8.643298149108887, 8.665436267852783, 8.666741609573364];[407641967, 353604258, 278125355, 65560921, 468991]
[1, 4, 3, 2, 0];((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id);8.836055040359497;444031182;6.27047872543335;1316008143;8.07472014427185;877928957;[8.579340934753418, 8.664464950561523, 8.831522464752197, 8.832996129989624, 8.836051225662231];[444031182, 256204004, 146547212, 496442, 492975]
[1, 4, 3, 2, 0];((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id);9.509062767028809;444030579;6.793578386306763;1316007542;8.655499935150146;877928594;[9.189756870269775, 9.311390399932861, 9.503914833068848, 9.505749225616455, 9.509058952331543];[444030579, 256203522, 146546725, 495839, 492372]
[1, 4, 3, 2, 0];((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id);8.976326942443848;444038030;6.42894721031189;1316015613;8.199924230575562;877936024;[8.703749179840088, 8.789712190628052, 8.97148323059082, 8.97298812866211, 8.976322889328003];[444038030, 256210920, 146554067, 503292, 499883]
[1, 4, 3, 2, 0];((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id);9.2451491355896;444036957;6.651498794555664;1316015561;8.457478284835815;877935302;[8.972313404083252, 9.06887936592102, 9.239663124084473, 9.241614580154419, 9.245145082473755];[444036957, 256209900, 146553161, 501579, 498112]
[1, 4, 3, 2, 0];((ct[s]ct.kind[in]['production companies'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id);9.324659585952759;444033018;6.709211587905884;1316010012;8.535205125808716;877930853;[9.051035165786743, 9.142305850982666, 9.319342613220215, 9.321214199066162, 9.324654817581177];[444033018, 256205903, 146549106, 498341, 494700]
[0, 3, 2, 4, 1];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;8.716901063919067;407644601;6.275896310806274;1316017492;8.070070028305054;877937804;[8.131408929824829, 8.226166248321533, 8.6828031539917, 8.715693473815918, 8.716897010803223];[407644601, 361123971, 302047783, 27596763, 472789]
[0, 3, 2, 4, 1];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;9.364773273468018;407643447;6.84195613861084;1316016118;8.696256160736084;877936476;[8.761647939682007, 8.862140655517578, 9.33049464225769, 9.363213062286377, 9.364768981933594];[407643447, 361122638, 302046445, 27595536, 471963]
[0, 3, 2, 4, 1];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;9.294030904769897;407638536;6.725607872009277;1316011179;8.59868049621582;877931512;[8.662854194641113, 8.784253358840942, 9.25654911994934, 9.292569160461426, 9.294027090072632];[407638536, 361117941, 302041756, 27590847, 467042]
[0, 3, 2, 4, 1];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;9.427716970443726;407633549;6.904666423797607;1316005261;8.754027128219604;877926351;[8.814391136169434, 8.916059017181396, 9.39186406135559, 9.426228284835815, 9.427712440490723];[407633549, 361113174, 302036986, 27586135, 462794]
[0, 3, 2, 4, 1];(((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;8.871992588043213;407635813;6.4159204959869385;1316007582;8.222056150436401;877928842;[8.283329725265503, 8.380114078521729, 8.839614868164062, 8.870644092559814, 8.871989250183105];[407635813, 361115539, 302039303, 27588447, 464937]
[2, 0, 1, 4, 3];(((it[s]it.info[in]['bottom 10 rank'])[X]((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))))[XS]mc.movie_id=mi_idx.movie_id;9.45421290397644;446165338;6.807397365570068;1316006687;8.65799880027771;877927623;[9.20960283279419, 9.252095699310303, 9.41061019897461, 9.452560663223267, 9.454208850860596];[446165338, 251683859, 157794369, 27586686, 464497]
[2, 0, 1, 4, 3];(((it[s]it.info[in]['bottom 10 rank'])[X]((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))))[XS]mc.movie_id=mi_idx.movie_id;9.137144327163696;446166216;6.576749086380005;1316008066;8.357865571975708;877928478;[8.903802156448364, 8.947855472564697, 9.103191614151001, 9.135648965835571, 9.137140274047852];[446166216, 251684737, 157795131, 27587448, 465143]
[2, 0, 1, 4, 3];(((it[s]it.info[in]['bottom 10 rank'])[X]((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))))[XS]mc.movie_id=mi_idx.movie_id;9.143184185028076;446172785;6.586103677749634;1316015635;8.368590354919434;877935398;[8.915037631988525, 8.956388235092163, 9.110942363739014, 9.141785383224487, 9.143180847167969];[446172785, 251691190, 157801575, 27593892, 471247]
[2, 0, 1, 4, 3];(((it[s]it.info[in]['bottom 10 rank'])[X]((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))))[XS]mc.movie_id=mi_idx.movie_id;9.097248792648315;446166740;6.50464391708374;1316009127;8.29745888710022;877929510;[8.861311435699463, 8.904449462890625, 9.056271314620972, 9.095966815948486, 9.097244501113892];[446166740, 251685261, 157795713, 27588030, 465203]
[2, 0, 1, 4, 3];(((it[s]it.info[in]['bottom 10 rank'])[X]((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))))[XS]mc.movie_id=mi_idx.movie_id;9.563005685806274;446173448;6.853576898574829;1316016233;8.738742113113403;877936153;[9.31280517578125, 9.355063676834106, 9.525325059890747, 9.561356544494629, 9.563000440597534];[446173448, 251691969, 157802421, 27594738, 471621]
[4, 3, 0, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))))[XS]t.id=mc.movie_id;8.871739864349365;408714557;6.471494913101196;1316012831;8.272139549255371;877932994;[8.355013132095337, 8.4191575050354, 8.421379566192627, 8.869966268539429, 8.871735334396362];[408714557, 364946198, 212525744, 269105663, 468058]
[4, 3, 0, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))))[XS]t.id=mc.movie_id;8.917797565460205;408711755;6.544573783874512;1316008816;8.324902057647705;877929864;[8.409857511520386, 8.475232124328613, 8.477396011352539, 8.916363954544067, 8.917794227600098];[408711755, 364943537, 212523025, 269102944, 465407]
[4, 3, 0, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))))[XS]t.id=mc.movie_id;9.20011019706726;408714643;6.7308290004730225;1316012571;8.59839916229248;877932969;[8.694983959197998, 8.763519525527954, 8.765915155410767, 9.198299884796143, 9.200106859207153];[408714643, 364945845, 212525449, 269105368, 467884]
[4, 3, 0, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))))[XS]t.id=mc.movie_id;8.968358039855957;408713256;6.588341951370239;1316011122;8.363982915878296;877931689;[8.445471048355103, 8.51487922668457, 8.51708436012268, 8.966895580291748, 8.96835446357727];[408713256, 364944627, 212524173, 269104150, 466656]
[4, 3, 0, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))))[XS]t.id=mc.movie_id;9.005711317062378;408710724;6.626722097396851;1316008444;8.407867193222046;877928944;[8.49352478981018, 8.558151483535767, 8.560325384140015, 9.00425672531128, 9.00570797920227];[408710724, 364942592, 212522075, 269101994, 464379]
[4, 0, 3, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx)))[XS]t.id=mc.movie_id;9.046587705612183;408710007;6.686587333679199;1316007789;8.476125478744507;877928352;[8.55956506729126, 8.58407187461853, 8.592203617095947, 9.045086145401001, 9.046584129333496];[408710007, 343922154, 230846746, 269101037, 463768]
[4, 0, 3, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx)))[XS]t.id=mc.movie_id;8.823131322860718;408714104;6.48686146736145;1316011768;8.259910821914673;877932271;[8.343903303146362, 8.368365287780762, 8.376707553863525, 8.821645498275757, 8.823127746582031];[408714104, 343925938, 230850467, 269104758, 467433]
[4, 0, 3, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx)))[XS]t.id=mc.movie_id;9.307623863220215;408714137;6.980380058288574;1316011983;8.758060455322266;877932251;[8.84114694595337, 8.865818738937378, 8.874336242675781, 9.306180477142334, 9.30761981010437];[408714137, 343926029, 230850621, 269104854, 466889]
[4, 0, 3, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx)))[XS]t.id=mc.movie_id;10.078590869903564;408710025;7.578431129455566;1316007150;9.477941989898682;877928187;[9.59075117111206, 9.628294944763184, 9.637155055999756, 10.076799154281616, 10.078587770462036];[408710025, 343921770, 230846362, 269100653, 463326]
[4, 0, 3, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx)))[XS]t.id=mc.movie_id;9.380874633789062;408713589;6.9067606925964355;1316011170;8.783209323883057;877931751;[8.8821861743927, 8.908076286315918, 8.916764259338379, 9.378994941711426, 9.380871057510376];[408713589, 343925432, 230849961, 269104310, 466978]
[2, 3, 4, 0, 1];(((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))))[XS]t.id=mc.movie_id;10.071471929550171;446165131;7.141843557357788;1316005944;9.024851322174072;877927193;[9.633196592330933, 9.9448721408844, 10.065836668014526, 10.070177793502808, 10.071468114852905];[446165131, 402140072, 176334210, 490450, 463890]
[2, 3, 4, 0, 1];(((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))))[XS]t.id=mc.movie_id;9.272069931030273;446170316;6.542455434799194;1316012165;8.300634384155273;877932974;[8.85961103439331, 9.154930830001831, 9.267762899398804, 9.270948648452759, 9.272066354751587];[446170316, 402145252, 176339332, 495572, 468492]
[2, 3, 4, 0, 1];(((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))))[XS]t.id=mc.movie_id;9.480378866195679;446173961;6.740404844284058;1316016200;8.521610736846924;877936392;[9.071637392044067, 9.363531827926636, 9.476134538650513, 9.47924518585205, 9.480375528335571];[446173961, 402149018, 176343156, 499512, 472493]
[2, 3, 4, 0, 1];(((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))))[XS]t.id=mc.movie_id;9.040380239486694;446166984;6.274914026260376;1316008225;8.06685495376587;877929294;[8.620790004730225, 8.920021295547485, 9.03581190109253, 9.039202690124512, 9.04037594795227];[446166984, 402141925, 176336063, 492477, 465168]
[2, 3, 4, 0, 1];(((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))))[XS]t.id=mc.movie_id;9.310791730880737;446169650;6.51349663734436;1316011519;8.305351495742798;877932096;[8.868283987045288, 9.187837600708008, 9.306082248687744, 9.309615850448608, 9.31078839302063];[446169650, 402144535, 176338673, 494913, 467889]
[2, 3, 1, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[XS]t.id=mc.movie_id));9.218050241470337;446166243;6.300985813140869;1316008194;8.07799220085144;877928759;[8.650247812271118, 8.952264070510864, 9.076569557189941, 9.189087152481079, 9.218039989471436];[446166243, 402141237, 308470581, 181484216, 27591699]
[2, 3, 1, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[XS]t.id=mc.movie_id));9.439226865768433;446166830;6.561522006988525;1316007615;8.31487512588501;877928822;[8.879253387451172, 9.17320203781128, 9.296618461608887, 9.40693974494934, 9.43921446800232];[446166830, 402141829, 308471352, 181484755, 27592238]
[2, 3, 1, 0, 4];((it[s]it.info[in]['bottom 10 rank'])[X]((ct[s]ct.kind[in]['production companies'])[X](((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[XS]t.id=mc.movie_id));9.221331119537354;446166037;6.290990591049194;1316007420;8.072784185409546;877928278;[8.640360593795776, 8.957274436950684, 9.078716039657593, 9.188512325286865, 9.22131872177124];[446166037, 402141041, 308470675, 181484368, 27591735]
